start,end,days,cagr,total_return,sharpe,max_drawdown,avg_daily_return,std_daily_return
2022-11-22,2025-11-21,1095,0.33313580367096973,1.367918558666526,1.0531218987898308,-0.3087663843187606,0.0013543580891592208,0.02041527022177545
