start,end,days,cagr,total_return,sharpe,max_drawdown,avg_daily_return,std_daily_return
2022-02-01,2025-02-18,1113,0.1420870199219224,0.4990723730667963,0.5421748500590322,-0.5167587129608369,0.0008153495763652258,0.023872876549799867
